name,price,color,visual,functional,box
Doro 615,49.391999999999996,Red,Grade B,Working,Unboxed
Doro 621,65.856,Black,Grade A,Working,Unboxed
Doro 621,47.04,Black,Grade C,Working,Unboxed
Doro 621,47.04,Red,Grade C,Working,Unboxed
Doro 622,58.8,Black,Grade B,Working,Unboxed
Doro 624,89.376,Purple,Grade A+,Working,Boxed
Doro 624,44.688,Purple,Grade C,Working,Unboxed
Doro 624,117.6,Black,Brand New,Working,Boxed
Doro 624,65.856,Red,Grade A,Working,Unboxed
Doro 624,44.688,Red,Grade C,Working,Unboxed
Doro 624,117.6,Grey,Brand New,Working,Boxed
Doro 624,44.688,Grey,Grade C,Working,Unboxed
Doro 631,94.08,Pink,Grade A+,Working,Unboxed
Doro 631,89.376,Black,Grade A,Working,Boxed
Doro 631,42.336,Grey,Grade C,Working,Unboxed
Doro 632,39.984,Pink,Grade C,Working,Unboxed
Doro 632,105.84,Black,Brand New,Working,Boxed
Doro 632,82.32,Black,Grade A+,Working,Unboxed
Doro 632,39.984,Black,Grade C,Working,Unboxed
Doro 6521,49.391999999999996,Red,Grade C,Working,Unboxed
Doro 6521,105.84,Grey,Brand New,Working,Boxed
Doro 6521,91.728,Grey,Grade A+,Working,Boxed UK
Doro 6521,82.32,Grey,Grade A,Working,Boxed
Doro 6521,70.55999999999999,Grey,Grade A,Working,Unboxed
Doro 6521,49.391999999999996,Grey,Grade C,Working,Unboxed
Doro 6526,51.74399999999999,Silver,Grade C,Working,Unboxed
Doro 6526,51.74399999999999,Grey,Grade C,Working,Unboxed
Doro 6531,136.416,Black,Brand New,Working,Boxed
Doro 6531,94.08,Black,Grade A+,Working,Boxed
Doro 6531,58.8,Black,Grade B,Working,Unboxed
Doro 6531,136.416,Red,Brand New,Working,Boxed
Doro 6531,94.08,Red,Grade A+,Working,Boxed
Doro 6531,82.32,Red,Grade A+,Working,Unboxed
Doro 6531,65.856,Red,Grade B,Working,Boxed
Doro 6531,58.8,Red,Grade B,Working,Unboxed
Doro 6531,42.336,Red,Grade C,Working,Unboxed
Doro 6531,42.336,Grey,Grade C,Working,Unboxed
Doro 715,58.8,Black,Grade C,Working,Unboxed
Doro 740,23.52,Black,Grade A+,Working,Unboxed
Doro 740,82.32,Black,Grade A,Working,Unboxed
Doro 740,61.152,Black,Grade B,Working,Unboxed
Doro 740,42.336,Black,Grade C,Working,Unboxed
Doro 8020X,94.08,Blue,Grade C,Working,Unboxed
Doro 8020X,164.64,Black,Grade A+,Working,Unboxed
Doro 8020X,152.88,Black,Grade A,Working,Boxed
Doro 8020X,117.6,Black,Grade B,Working,Unboxed
Doro 8020X,94.08,Black,Grade C,Working,Unboxed
Doro 8020X,94.08,Grey,Grade C,Working,Unboxed
Doro 8030,169.344,Black,Grade A+,Working,Unboxed
Doro 8030,72.91199999999999,Black,Grade A+,Minor Fault,Unboxed
Doro 8030,164.64,Black,Grade A,Working,Boxed
Doro 8030,145.82399999999998,Black,Grade A,Working,Unboxed
Doro 8030,141.11999999999998,Black,Grade B,Working,Boxed
Doro 8030,122.304,Black,Grade B,Working,Unboxed
Doro 8030,75.264,Black,Grade C,Working,Unboxed
Doro 8030,169.344,Grey,Grade A+,Working,Unboxed
Doro 8040,152.88,Black,Grade C+,Working,Unboxed
Doro 8040,235.2,Black,Grade A+,Working,Unboxed
Doro 8040,199.92,Black,Grade A,Working,Unboxed
Doro 8040,199.92,Black,Grade B,Working,Boxed
Doro 8040,176.4,Black,Grade B,Working,Unboxed
Doro 8040,235.2,Grey,Grade A+,Working,Unboxed
Doro 810 Liberto,94.08,Black,Grade A,Working,Unboxed
Doro 820 Liberto,117.6,Pink,Grade B,Working,Unboxed
Doro 820 Liberto,223.43999999999997,Black,Grade A+,Working,Unboxed
Doro 820 Liberto,211.68,Black,Grade A,Working,Boxed
Doro 820 Liberto,188.16,Black,Grade A,Working,Unboxed
Doro 820 Liberto,141.11999999999998,Black,Grade B,Working,Boxed
Doro 820 Liberto,117.6,Black,Grade B,Working,Unboxed
Doro 820 Liberto,117.6,White,Grade B,Working,Unboxed
Doro 820 Liberto Mini,42.336,Black,Grade C,Working,Unboxed
Doro 820 Liberto Mini,42.336,Grey,Grade C,Working,Unboxed
Doro 825 Liberto,246.95999999999998,Black,Grade A+,Working,Unboxed
Doro 825 Liberto,246.95999999999998,Black,Grade A,Working,Boxed
Doro 825 Liberto,223.43999999999997,Black,Grade A,Working,Unboxed
Doro 825 Liberto,188.16,Black,Grade B,Working,Boxed
Doro 825 Liberto,164.64,Black,Grade B,Working,Unboxed
Doro 825 Liberto,129.35999999999999,Black,Grade C,Working,Unboxed
Emporia V99,82.32,Black,Grade B,Working,Boxed
Emporia V99,70.55999999999999,Black,Grade B,Working,Unboxed
Emporia V99,58.8,Black,Grade C,Working,Unboxed
General Mobile GM 5 Plus d,251.664,Black,Grade A+,Working,Boxed
General Mobile GM 5 Plus d,251.664,Grey,Grade A+,Working,Boxed
General Mobile GM 5 Plus d,251.664,White,Grade A+,Working,Boxed
General Mobile GM 6,282.23999999999995,Black,Grade A+,Working,Boxed
General Mobile GM 6,258.71999999999997,Grey,Grade A+,Working,Unboxed
General Mobile GM 6,246.95999999999998,Grey,Grade A,Working,Boxed
General Mobile GM 6,246.95999999999998,White,Grade A,Working,Boxed
General Mobile GM 6,246.95999999999998,Gold,Grade A,Working,Boxed
HTC 10 32GB,399.84,Silver,Grade B,Working,Unboxed
HTC 10 32GB,341.03999999999996,Silver,Grade C,Working,Unboxed
HTC 10 32GB,341.03999999999996,Grey,Grade C,Working,Unboxed
HTC 10 32GB,341.03999999999996,Gold,Grade C,Working,Unboxed
HTC 7 Trophy,63.504,Black,Grade A+,Working,Unboxed
HTC 7 Trophy,63.504,Black,Grade A,Working,Boxed
HTC 7 Trophy,54.096,Black,Grade B,Working,Boxed
HTC 7 Trophy,39.984,Black,Grade C,Working,Unboxed
HTC Advantage X7500,35.279999999999994,Black,Grade C,Working,Unboxed
HTC Desire 500,70.55999999999999,Blue,Grade C,Working,Unboxed
HTC Desire 500,94.08,Black,Grade B,Working,Unboxed
HTC Desire 500,70.55999999999999,Black,Grade C,Working,Unboxed
HTC Desire 510,117.6,Black,Grade A,Working,Unboxed
HTC Desire 601,82.32,Black,Grade C,Working,Unboxed
HTC Desire 728G dual sim,258.71999999999997,White,Brand New,Working,Boxed
HTC Desire C,70.55999999999999,Red,Grade A,Working,Unboxed
HTC HD Mini,54.096,Black,Grade A,Working,Unboxed
HTC HD Mini,42.336,Black,Grade B,Working,Unboxed
HTC HD Mini,32.928,Black,Grade C,Working,Unboxed
HTC HD2,42.336,Black,Grade C,Working,Unboxed
HTC One (M7),181.10399999999998,Silver,Grade A,Working,Unboxed
HTC One (M7),164.64,Silver,Grade B,Working,Unboxed
HTC One (M7),141.11999999999998,Silver,Grade C,Working,Unboxed
HTC One (M7),141.11999999999998,Red,Grade C,Working,Unboxed
HTC One (M7),164.64,Gold,Grade B,Working,Unboxed
HTC One (M7) Dual Sim,150.528,Silver,Grade C,Working,Unboxed
HTC One (M8),199.92,Silver,Grade B,Working,Unboxed
HTC One (M8) Dual Sim,188.16,Grey,Grade C,Working,Unboxed
HTC One (M8s),282.23999999999995,Grey,Grade A+,Working,Unboxed
HTC One (M8s),270.48,Grey,Grade A,Working,Boxed
HTC One (M8s),246.95999999999998,Grey,Grade A,Working,Unboxed
HTC One (M8s),235.2,Grey,Grade B,Working,Boxed
HTC One (M8s),230.49599999999998,Grey,Grade B,Working,Boxed UK
HTC One (M8s),188.16,Grey,Grade C,Working,Unboxed
HTC One (M8s),188.16,Gold,Grade C,Working,Unboxed
HTC One (M9),282.23999999999995,Rose Gold,Grade B,Working,Unboxed
HTC One (M9),235.2,Rose Gold,Grade C,Working,Unboxed
HTC One (M9),235.2,Silver,Grade C,Working,Unboxed
HTC One (M9),305.76,Grey,Grade B,Working,Boxed
HTC One (M9),235.2,Grey,Grade C,Working,Unboxed
HTC One (M9),235.2,Gold,Grade C,Working,Unboxed
HTC One A9 16GB,263.424,Black,Grade C,Working,Unboxed
HTC One A9 16GB,352.8,Grey,Grade A+,Working,Unboxed
HTC One A9 16GB,341.03999999999996,Grey,Grade A,Working,Boxed
HTC One A9 16GB,317.52000000000004,Grey,Grade A,Working,Unboxed
HTC One A9 16GB,317.52000000000004,Grey,Grade B,Working,Boxed
HTC One A9 16GB,263.424,Grey,Grade C,Working,Unboxed
HTC One Mini,199.92,Silver,Grade A+,Working,Boxed
HTC One Mini,176.4,Silver,Grade A,Working,Boxed
HTC One Mini,129.35999999999999,Silver,Grade A,Minor Fault,Boxed
HTC One Mini,105.84,Silver,Grade B,Minor Fault,Unboxed
HTC One Mini,112.896,Black,Grade C,Working,Unboxed
HTC One Mini,94.08,Black,Grade C,Minor Fault,Unboxed
HTC One Mini 2,141.11999999999998,Grey,Grade B,Working,Unboxed
HTC One X,61.152,Grey,Grade C,Minor Fault,Unboxed
HTC One X Plus,211.68,Black,Grade A+,Working,Boxed
HTC Radar,37.632,Silver,Grade C,Working,Unboxed
HTC Radar,47.04,Grey,Grade B,Working,Unboxed
HTC Sensation,79.968,Black,Grade A+,Working,Unboxed
HTC Smart,39.984,Black,Grade B,Working,Unboxed
HTC Snap,32.928,Black,Grade C,Working,Unboxed
HTC Touch HD,37.632,Black,Grade C,Working,Unboxed
HTC Touch2,30.576,Brown,Grade C,Working,Unboxed
HTC TyTN,30.576,Grey,Grade C,Working,Unboxed
HTC TyTN II,42.336,Black,Grade A,Working,Unboxed
HTC U11 64GB,540.96,Black,Grade C,Working,Unboxed
HTC Wildfire,37.632,Brown,Grade C,Working,Unboxed
HTC Windows Phone 8S,72.91199999999999,Blue,Grade A,Working,Unboxed
HTC Windows Phone 8S,49.391999999999996,Blue,Grade C,Working,Unboxed
HTC Windows Phone 8S,89.376,Black,Grade A+,Working,Unboxed
HTC Windows Phone 8S,72.91199999999999,Black,Grade A,Working,Unboxed
HTC Windows Phone 8S,49.391999999999996,Black,Grade C,Working,Unboxed
HTC Windows Phone 8S,49.391999999999996,White,Grade C,Working,Unboxed
HTC Windows Phone 8X,70.55999999999999,Blue,Grade B,Working,Unboxed
HTC Windows Phone 8X,105.84,Black,Grade A+,Working,Boxed
HTC Windows Phone 8X,58.8,Black,Grade C,Working,Unboxed
Huawei Ascend G300,23.52,White,Grade B,Working,Unboxed
Huawei Ascend G510,79.968,Black,Grade B,Working,Unboxed
Huawei Ascend G6,164.64,Black,Grade A+,Working,Boxed
Huawei Ascend P7,211.68,Black,Grade A,Working,Boxed
Huawei Ascend P7,188.16,Black,Grade A,Working,Unboxed
Huawei Ascend Y330,105.84,Black,Grade A+,Working,Boxed
Huawei Ascend Y330,70.55999999999999,Black,Grade B,Working,Boxed
Huawei Ascend Y600,117.6,Black,Grade A,Working,Boxed
Huawei Ascend Y625,112.896,White,Grade B,Working,Unboxed
Huawei Honor 5A,23.52,White,Grade B,Working,Unboxed
Huawei Honor 6 H60-L04,270.48,White,Grade A,Working,Boxed
Huawei Honor 7,376.32,Silver,Brand New,Working,Boxed
Huawei Honor 7,270.48,Silver,Grade A,Working,Boxed
Huawei Honor 7,199.92,Silver,Grade C,Working,Unboxed
Huawei Honor 7,199.92,Grey,Grade C,Working,Unboxed
Huawei Honor 7,376.32,Gold,Brand New,Working,Boxed
Huawei Honor 8 32GB Dual Sim,458.64,Blue,Brand New,Working,Boxed
Huawei Honor 8 32GB Dual Sim,411.59999999999997,Black,Grade A+,Working,Boxed
Huawei Honor 8 32GB Dual Sim,388.08,Black,Grade A+,Working,Unboxed
Huawei Honor 9 64GB STF-L09,576.24,Black,Brand New,Working,Boxed
Huawei Honor 9 64GB STF-L09,540.96,Black,Grade A+,Working,Boxed
Huawei Honor U8860,47.04,Black,Grade C,Working,Unboxed
Huawei Mate 10 Pro 128GB,834.9599999999999,Grey,Grade A,Working,Unboxed
Huawei Mate 10 Pro 128GB Dual Sim,917.28,Grey,Grade A+,Working,Boxed
Huawei Mate 10 Pro 128GB Dual Sim,882.0,Grey,Grade A+,Working,Unboxed
Huawei Mate 10 Pro 64GB Dual Sim,858.4799999999999,Grey,Grade A+,Working,Unboxed
Huawei Mate 9,552.7199999999999,Grey,Grade C,Working,Unboxed
Huawei Mate 9 Pro 128gb,670.32,Grey,Grade C+,Working,Unboxed
Huawei Mate 9 Pro 128gb,799.68,Grey,Grade A,Working,Boxed
Huawei Mate 9 Pro 128gb,764.4,Grey,Grade A,Working,Unboxed
Huawei Mate 9 Pro 128gb,870.2399999999999,Gold,Brand New,Working,Boxed
Huawei Mate 9 Pro 128gb,799.68,Gold,Grade A+,Working,Unboxed
Huawei Mate 9 Pro 128gb,799.68,Gold,Grade A,Working,Boxed
Huawei Mate 9 Pro 128gb,764.4,Gold,Grade A,Working,Unboxed
Huawei Mate 9 Pro 64 gb,646.8,Gold,Grade C+,Working,Unboxed
Huawei Mate 9 Pro 64 gb,623.28,Gold,Grade C,Working,Unboxed
Huawei Nexus 6P 32GB,305.76,Grey,Grade C+,Working,Unboxed
Huawei Nexus 6P 64GB,329.28,Grey,Grade C,Working,Unboxed
Huawei P10 32GB Dual (VTR-L29),576.24,Black,Grade A,Working,Unboxed
Huawei P10 32GB Dual (VTR-L29),482.15999999999997,Black,Grade B,Working,Unboxed
Huawei P10 64GB Dual (VTR-L29),517.4399999999999,Black,Grade B,Working,Unboxed
Huawei P10 64GB Dual (VTR-L29),517.4399999999999,Gold,Grade B,Working,Unboxed
Huawei P10 Plus 128GB Dual (VKY-L29),658.56,Black,Grade B,Working,Unboxed
Huawei P10 Plus 128GB Dual (VKY-L29),576.24,Black,Grade C,Working,Unboxed
Huawei P10 Plus 128GB Dual (VKY-L29),658.56,Gold,Grade B,Working,Unboxed
Huawei P10 Plus 64GB (VKY-L09),564.4799999999999,Black,Grade C+,Working,Unboxed
Huawei P10 Plus 64GB (VKY-L09),658.56,Black,Grade A,Working,Unboxed
Huawei P10 Plus 64GB (VKY-L09),599.76,Black,Grade B,Working,Unboxed
Huawei P10 Plus 64GB (VKY-L09),540.96,Black,Grade C,Working,Unboxed
Huawei P10 Plus 64GB Dual (VKY-L29),564.4799999999999,Grey,Grade C,Working,Unboxed
Huawei P8,258.71999999999997,Silver,Grade B,Working,Boxed
Huawei P9 32GB (EVA-L09),239.90399999999997,Silver,Grade C+,Minor Fault,Unboxed
Huawei P9 32GB (EVA-L09),376.32,Silver,Grade A,Working,Unboxed
Huawei P9 32GB (EVA-L09),411.59999999999997,Grey,Grade A,Working,Boxed
Huawei P9 32GB (EVA-L09),376.32,Grey,Grade A,Working,Unboxed
Huawei P9 32GB (EVA-L09),329.28,Grey,Grade B,Working,Unboxed
Huawei P9 32GB (EVA-L09),376.32,White,Grade A,Working,Unboxed
Huawei P9 Plus VIE-L09,540.96,Grey,Grade A+,Working,Unboxed
Huawei P9 Plus VIE-L09,505.67999999999995,Grey,Grade A,Working,Unboxed
Huawei P9 Plus VIE-L09,470.4,Grey,Grade B,Working,Unboxed
Huawei P9 Plus VIE-L09,470.4,Gold,Grade B,Working,Unboxed
Huawei U8150 IDEOS,58.8,Black,Grade B,Working,Unboxed
Huawei U8150 IDEOS,47.04,Black,Grade C,Working,Unboxed
Huawei U8510 IDEOS X3,51.74399999999999,White,Grade B,Working,Unboxed
Huawei U8800 IDEOS X5,35.279999999999994,Black,Grade B,Working,Unboxed
Huawei Y5 II,164.64,White,Grade A+,Working,Boxed
Huawei Y6 (2017) 16GB DS,223.43999999999997,Grey,Grade A+,Working,Boxed
Huawei Y6 (2017) 16GB DS,223.43999999999997,Gold,Grade A+,Working,Boxed
Huawei Y6 (2017) 16GB DS,211.68,Gold,Grade A+,Working,Unboxed
Huawei Y6 II Compact,199.92,Black,Grade A+,Working,Boxed
Insmat Erifon Rock V4,58.8,Black,Grade B,Working,Unboxed
Insmat erifon rock v40 lte,105.84,Black,Grade B,Working,Boxed
Insmat Erifon rock v50 LTE,117.6,Black,Grade B,Working,Boxed
Insmat Erifon rock v50 LTE,105.84,Black,Grade B,Working,Unboxed
Insmat Erifon rock v50 LTE,82.32,Black,Grade C,Working,Unboxed
Insmat Rock V20,129.35999999999999,Black,Grade A+,Working,Boxed
Insmat Rock V20 Plus,141.11999999999998,Black,Grade A+,Working,Boxed
Kazam Life B2,58.8,Black,Brand New,Working,Boxed
Lenovo Vibe P2,305.76,Grey,Grade B,Working,Unboxed
LG BL20 New Chocolate,51.74399999999999,Black,Grade C,Working,Unboxed
LG Etna Plus GT350,35.279999999999994,White,Grade B,Working,Boxed
LG G2 D802 32GB,176.4,Black,Grade C,Working,Unboxed
LG G2 D802 32GB,176.4,White,Grade C,Working,Unboxed
LG G3 D855 16GB,199.92,Black,Grade B,Working,Unboxed
LG G3 D855 16GB,258.71999999999997,Gold,Grade A+,Working,Unboxed
LG G3 S D722,211.68,Gold,Grade A,Working,Boxed
LG G3 S D722,195.216,Gold,Grade B,Working,Boxed
LG G4 H815,223.43999999999997,Brown,Grade B,Working,Unboxed
LG G4 H815,258.71999999999997,Grey,Grade A,Working,Unboxed
LG G4 H815,258.71999999999997,Gold,Grade B,Working,Boxed
LG G4 Stylus H635,235.2,Silver,Grade A,Working,Boxed
LG G4c H525N,129.35999999999999,Grey,Grade C,Working,Unboxed
LG G5 H850,411.59999999999997,Grey,Grade A+,Working,Unboxed
LG G5 H850,411.59999999999997,Gold,Grade A+,Working,Unboxed
LG G5 H850,388.08,Gold,Grade A,Working,Unboxed
LG G5 H850,270.48,Gold,Grade C,Working,Unboxed
LG G5 SE,399.84,Grey,Grade A,Working,Unboxed
LG G5 SE,364.56,Grey,Grade B,Working,Unboxed
LG G5 SE,341.03999999999996,Grey,Grade C,Working,Unboxed
LG GW520,39.984,Black,Grade C,Working,Unboxed
LG K10 (2017),199.92,Black,Grade A+,Working,Unboxed
LG K4,141.11999999999998,Blue,Grade A+,Working,Unboxed
LG K4,112.896,Blue,Grade B,Working,Unboxed
LG K4,141.11999999999998,Black,Grade A+,Working,Unboxed
LG K4,129.35999999999999,Black,Grade A,Working,Unboxed
LG K4,112.896,Black,Grade B,Working,Unboxed
LG K4 (2017),136.416,Black,Grade A+,Working,Unboxed
LG K8 K350N,152.88,Black,Grade A+,Working,Unboxed
LG KF600,37.632,Black,Grade C,Working,Unboxed
LG KP130,51.74399999999999,Black,Grade B,Working,Unboxed
LG L20,77.61599999999999,Black,Grade A+,Working,Boxed UK
LG L20,77.61599999999999,White,Grade A+,Working,Boxed UK
LG L40 D160,47.04,Black,Grade C,Working,Unboxed
LG L5 II Dual Sim E455,23.52,Black,Grade B,Working,Unboxed
LG L90 D405,141.11999999999998,Black,Grade A+,Working,Unboxed
LG L90 D405,94.08,White,Grade A+,Minor Fault,Boxed
LG Leon LTE H340N,176.4,Black,Brand New,Working,Boxed
LG Leon LTE H340N,129.35999999999999,Grey,Grade A,Working,Unboxed
LG Leon LTE H340N,105.84,Grey,Grade B,Working,Unboxed
LG Nexus 4 16GB,211.68,Black,Grade A+,Working,Boxed
LG Nexus 5 D821 16GB,159.936,Black,Grade C,Working,Unboxed
LG Nexus 5X 16GB,376.32,Black,Grade A+,Working,Unboxed
LG Nexus 5X 16GB,270.48,Black,Grade B,Working,Unboxed
LG Nexus 5X 16GB,317.52000000000004,White,Grade A,Working,Unboxed
LG Nexus 5X 16GB,246.95999999999998,White,Grade C,Working,Unboxed
LG Optimus 4X HD P880,94.08,Black,Grade B,Working,Unboxed
LG Optimus G E975,159.936,Black,Grade A+,Working,Unboxed
LG Optimus L4 II E440,94.08,White,Grade A+,Working,Boxed
LG Optimus L5 II E460,105.84,Black,Grade A+,Working,Boxed UK
LG Optimus L5 II E460,91.728,Grey,Grade B,Working,Boxed
LG Optimus L9 P760,129.35999999999999,Black,Grade A+,Working,Unboxed
LG Optimus L9 P760,70.55999999999999,White,Grade C,Working,Unboxed
LG Optimus One P500,35.279999999999994,Silver,Grade C,Working,Unboxed
LG Optimus One P500,35.279999999999994,Black,Grade C,Working,Unboxed
LG Optimus P990,70.55999999999999,Grey,Grade B,Working,Unboxed
LG Optimus True HD LTE P936,65.856,Blue,Grade C,Working,Unboxed
LG Optimus True HD LTE P936,101.136,Black,Grade B,Working,Boxed
LG Optimus True HD LTE P936,89.376,Black,Grade B,Working,Unboxed
LG Spirit LTE H440N,164.64,Black,Grade A,Working,Boxed
LG Spirit LTE H440N,129.35999999999999,Gold,Grade B,Working,Boxed
LG V10,564.4799999999999,Black,Grade A,Working,Boxed
LG V10,517.4399999999999,Black,Grade B,Working,Boxed
LG Viewty Smile GT400,32.928,Black,Grade C,Working,Unboxed
Marshall London KB-1501,258.71999999999997,Black,Grade A+,Working,Unboxed
Marshall London KB-1501,235.2,Black,Grade A,Working,Unboxed
Marshall London KB-1501,199.92,Black,Grade B,Working,Unboxed
Marshall London KB-1501,188.16,Black,Grade C,Working,Unboxed
Microsoft Lumia 435,94.08,Black,Grade A+,Working,Boxed
Microsoft Lumia 435,82.32,Black,Grade A+,Working,Unboxed
Microsoft Lumia 435,65.856,Black,Grade B,Working,Boxed
Microsoft Lumia 435,94.08,White,Grade A+,Working,Boxed
Microsoft Lumia 435,82.32,White,Grade A+,Working,Unboxed
Microsoft Lumia 435,70.55999999999999,Green,Grade A,Working,Boxed
Microsoft Lumia 435,94.08,Orange,Grade A+,Working,Boxed
Microsoft Lumia 435,82.32,Orange,Grade A+,Working,Unboxed
Microsoft Lumia 532,58.8,Blue,Grade A,Working,Unboxed
Microsoft Lumia 532,58.8,Black,Grade A,Working,Unboxed
Microsoft Lumia 532,58.8,Orange,Grade A,Working,Unboxed
Microsoft Lumia 532,47.04,Orange,Grade B,Working,Unboxed
Microsoft Lumia 535,105.84,Black,Grade A+,Working,Unboxed
Microsoft Lumia 535,94.08,Black,Grade A,Working,Unboxed
Microsoft Lumia 535,65.856,Black,Grade C,Working,Unboxed
Microsoft Lumia 535,105.84,White,Grade A+,Working,Unboxed
Microsoft Lumia 535,94.08,Green,Grade A,Working,Unboxed
Microsoft Lumia 535,65.856,Green,Grade C,Working,Unboxed
Microsoft Lumia 550,105.84,Black,Grade B,Working,Boxed
Microsoft Lumia 550,94.08,Black,Grade B,Working,Unboxed
Microsoft Lumia 550,65.856,Black,Grade C,Working,Unboxed
Microsoft Lumia 550,105.84,White,Grade B,Working,Boxed
Microsoft Lumia 550,94.08,White,Grade B,Working,Unboxed
Microsoft Lumia 640 LTE,89.376,Blue,Grade B,Working,Unboxed
Microsoft Lumia 640 LTE,110.544,Black,Grade A,Working,Unboxed
Microsoft Lumia 640 LTE,89.376,Black,Grade B,Working,Unboxed
